City ->;Prague;;;Horsham;;;Arkelstorp;;;Jönköping;;;Östersund;;
Date;LowTempC;HighTempC;Weather;LowTempC;HighTempC;Weather;LowTempC;HighTempC;Weather;LowTempC;HighTempC;Weather;LowTempC;HighTempC;Weather

2014/09/05;13;26;Clear;10;22;Partly Cloudy;14;19;n/a;3;20;Fair;10;18;Mostly Cloudy
2014/09/06;14;27;Clear;12;22;Clear;14;17;n/a;7;21;n/a;9;18;Fair
2014/09/07;13;26;Mostly Cloudy;9;21;Partly Cloudy;15;18;n/a;6;22;Fair;10;16;Fair
2014/09/08;15;25;Mostly Cloudy;9;22;Clear;15;19;n/a;10;18;Mostly Cloudy;10;16;Fair
2014/09/09;14;20;Clear;9;21;Mostly Cloudy;12;16;Light Rain;9;14;Mostly Cloudy;11;13;Mostly Cloudy
2014/09/10;12;18;Clear;7;19;Clear;11;15;n/a;9;15;Mostly Cloudy;10;15;Fair
2014/09/11;12;18;Rain;7;18;Mostly Cloudy;13;18;Mist;7;18;Shallow Fog;7;17;Partly Cloudy
2014/09/12;13;19;Mostly Cloudy;11;22;Clear;13;19;n/a;4;19;Fair;8;15;Fair
2014/09/13;12;21;Clear;11;22;Clear;14;17;Mist;12;14;Partly Cloudy;3;18;Fair
2014/09/14;15;19;Light Rain;10;22;Clear;15;17;n/a;11;18;Fair;11;16;Partly Cloudy
2014/09/15;15;22;Clear;12;21;Clear;13;17;n/a;6;18;Fair;9;19;Fair
2014/09/16;13;23;Fair;11;24;Clear;13;17;n/a;0;17;Fair;7;16;Fair
2014/09/17;12;22;Clear;12;21;Clear;13;17;Mist;1;18;Fair;7;11;Fog
2014/09/18;11;22;Clear;14;26;Clear;14;17;Mist;3;18;Partly Cloudy;7;11;Fog
2014/09/19;11;23;Light Rain;14;25;Clear;14;17;n/a;2;17;Partly Cloudy;7;15;Fair
2014/09/20;14;22;Clear;15;21;Mostly Cloudy;13;17;Mist;5;20;n/a;6;17;Fair
2014/09/21;12;20;Light Rain;8;18;Clear;12;16;n/a;7;14;Rain;6;11;Cloudy
2014/09/22;9;15;Mostly Cloudy;6;18;Clear;8;12;n/a;4;8;Mostly Cloudy;2;7;Fair
2014/09/23;7;13;Clear;4;18;Clear;6;12;n/a;-1;10;Mostly Cloudy;-2;5;Fair
2014/09/24;2;15;Clear;9;18;Clear;11;16;n/a;6;12;Rain;-2;4;Cloudy
2014/09/25;9;16;Clear;4;19;Mostly Cloudy;11;15;n/a;6;12;Fair;4;9;Fair
2014/09/26;11;14;Light Rain;11;20;Mostly Cloudy;11;16;n/a;6;15;Fair;7;12;Fair
2014/09/27;9;19;Fair;8;21;Clear;12;17;n/a;9;15;Cloudy;7;11;Light Rain
2014/09/28;6;19;Clear;11;24;Clear;12;16;n/a;10;15;Mostly Cloudy;8;15;Partly Cloudy
2014/09/29;8;21;Clear;9;19;Partly Cloudy;12;18;n/a;5;17;Fair;6;10;Partly Cloudy
2014/09/30;9;18;Sunny;14;22;Sunny;11;14;n/a;-1;14;Fair;4;10;Fair
2014/10/01;6;14;Partly Cloudy;6;18;Clear;13;17;n/a;9;17;Mist;10;15;Partly Cloudy
2014/10/02;6;14;Partly Cloudy;6;18;Clear;13;17;n/a;9;17;Mist;10;15;Partly Cloudy
2014/10/03;6;14;Partly Cloudy;6;18;Clear;13;17;n/a;9;17;Mist;10;15;Partly Cloudy
2014/10/04;6;14;Partly Cloudy;6;18;Clear;13;17;n/a;9;17;Mist;10;15;Partly Cloudy
2014/10/05;8;14;Cloudy;1;16;Clear;13;14;n/a;7;16;Fair;10;14;Mostly Cloudy
2014/10/06;7;16;Fair;4;13;Partly Cloudy;11;13;n/a;7;11;Mostly Cloudy;5;10;Cloudy
2014/10/07;7;17;Clear;10;17;Light Rain;11;15;Partly Cloudy;6;12;Rain;3;6;Cloudy
2014/10/08;8;21;Clear;10;17;Light Rain;13;16;Mist;8;15;Fair;1;5;Rain and Snow
2014/10/09;8;21;Clear;10;17;Light Rain;13;16;Mist;8;15;Fair;1;5;Rain and Snow
2014/10/10;11;16;Cloudy;6;17;Clear;13;16;n/a;10;14;Partly Cloudy;2;3;Light Rain
2014/10/11;12;17;Cloudy;6;16;Clear;12;14;Mist;5;15;n/a;1;5;Fog
2014/10/12;11;18;Partly Cloudy;4;15;Rain Shower;11;15;n/a;6;12;Fair;4;7;Light Drizzle
2014/10/13;11;19;Clear;11;14;Light Rain;11;12;n/a;5;9;Mostly Cloudy;4;6;Light Rain
2014/10/14;11;18;Clear;11;13;Cloudy;10;11;n/a;7;9;Cloudy;2;7;Drizzle
2014/10/15;8;16;Clear;11;15;Rain Shower;10;12;n/a;7;10;Mostly Cloudy;1;3;Cloudy
2014/10/16;9;18;Mostly Cloudy;11;17;Fair;10;12;n/a;6;9;Mostly Cloudy;-4;0;Cloudy
2014/10/17;12;16;Clear;13;19;Clear;9;12;n/a;4;9;Fair;-1;2;Fair
2014/10/18;8;17;Clear;16;20;Showers in the Vicinity;10;13;Mist;5;10;Light Rain;-2;5;Light Rain
2014/10/19;5;19;Clear;13;18;Partly Cloudy;13;14;n/a;10;15;Mostly Cloudy;0;7;Light Drizzle
2014/10/20;11;17;Partly Cloudy;11;17;Clear;11;14;n/a;10;12;Mostly Cloudy;0;1;Light Snow
2014/10/21;7;15;Fair;8;14;Clear;8;12;Light Rain;8;11;Mostly Cloudy;0;2;Snow Grains
2014/10/22;5;11;Rain Shower;5;14;Mostly Cloudy;8;12;n/a;4;9;Mostly Cloudy;-1;2;Cloudy
2014/10/23;6;11;Partly Cloudy;11;15;Mostly Cloudy;8;9;n/a;4;5;Mostly Cloudy;0;2;Cloudy
2014/10/24;2;10;Cloudy;12;16;Partly Cloudy;9;11;Mist;5;10;Mostly Cloudy;2;8;Cloudy
2014/10/25;2;8;Cloudy;7;14;Mostly Cloudy;9;11;n/a;8;10;Cloudy;8;10;Mostly Cloudy
2014/10/26;6;11;Cloudy;11;15;Mostly Cloudy;11;13;n/a;7;12;Mostly Cloudy;7;11;Fair
2014/10/27;2;8;Clear;9;18;Clear;12;14;Mist;11;12;Light Drizzle;5;11;Light Rain
2014/10/28;-1;9;Clear;10;17;Mostly Cloudy;11;13;Mist;8;15;Fair;5;15;Light Rain
2014/10/29;-3;6;Cloudy;13;15;Mostly Cloudy;8;11;n/a;2;10;Fair;4;5;Fair
2014/10/30;4;8;Cloudy;10;18;Fog;7;11;n/a;-1;8;Fair;2;5;Mostly Cloudy
2014/10/31;6;13;Clear;12;22;Clear;7;11;n/a;1;8;Cloudy;-1;4;Fair
2014/11/01;6;14;Clear;11;17;Fair;11;12;Fog;6;11;Cloudy;0;4;Fog
2014/11/02;4;8;Fog;10;16;Clear;11;12;Mist;11;14;Mostly Cloudy;3;9;Fair
2014/11/03;5;11;Mostly Cloudy;3;11;Clear;12;13;n/a;9;12;Mostly Cloudy;3;9;Fair
2014/11/04;5;13;Clear;2;12;Light Rain;11;13;Light Rain;5;11;Fair;-3;3;Partly Cloudy
2014/11/05;6;14;Fair;3;10;Clear;8;11;Light Rain/Windy;1;6;Rain and Snow;-6;-3;Mostly Cloudy
2014/11/06;7;9;Rain Shower;-2;13;Cloudy;7;9;n/a;0;2;Light Drizzle;-6;-2;Partly Cloudy
2014/11/07;7;10;Cloudy;7;13;Partly Cloudy;6;9;n/a;1;4;Mostly Cloudy;-7;-4;Cloudy
2014/11/08;4;12;Clear;5;14;Light Rain;9;11;n/a;4;7;Mostly Cloudy;-5;2;Cloudy
2014/11/09;3;9;Cloudy;4;13;Partly Cloudy;9;11;Drizzle/Windy;6;8;Mostly Cloudy;2;7;Mostly Cloudy
2014/11/10;8;12;Mostly Cloudy;6;13;Partly Cloudy;10;11;n/a;6;8;Mostly Cloudy;4;6;Fair
2014/11/11;8;13;Partly Cloudy;9;13;Rain Shower;9;11;n/a;3;9;Fog;1;5;Mostly Cloudy
2014/11/12;8;13;Cloudy;8;13;Clear;9;10;Mist/Windy;2;7;Mostly Cloudy;-1;4;Cloudy
2014/11/13;9;12;Cloudy;8;13;Cloudy;8;9;n/a;6;8;Mostly Cloudy;-2;0;Cloudy
2014/11/14;5;12;Cloudy;4;14;Fair;9;10;n/a;5;7;Mostly Cloudy;-1;2;Cloudy
2014/11/15;9;13;Cloudy;4;13;Partly Cloudy;8;9;n/a;4;6;Partly Cloudy;2;3;Partly Cloudy
2014/11/16;4;13;Clear;6;11;Rain Shower;7;8;Mist/Windy;4;5;Light Drizzle;2;3;Cloudy
2014/11/17;3;9;Cloudy;7;9;Partly Cloudy;7;8;n/a;3;5;Light Rain;1;2;Cloudy
2014/11/18;7;8;Cloudy;6;12;Partly Cloudy;6;8;n/a;3;5;Mostly Cloudy;0;2;Cloudy
2014/11/19;4;7;Cloudy;4;11;Partly Cloudy;4;6;n/a;2;3;Drizzle;-1;2;Partly Cloudy
2014/11/20;3;6;Cloudy;4;10;Fog;5;6;n/a;2;3;Mostly Cloudy;-4;0;Cloudy
2014/11/21;3;5;Cloudy;6;11;Cloudy;4;6;n/a;-1;4;Fog;-5;-1;Mostly Cloudy
2014/11/22;0;6;Partly Cloudy;11;14;Cloudy;4;7;n/a;-4;2;Fog;-5;-1;Fog
2014/11/23;-1;6;Cloudy;4;13;Mostly Cloudy;7;8;n/a;2;5;Mostly Cloudy;-3;1;Light Snow
2014/11/24;3;6;Cloudy;-2;8;Fog;7;8;n/a;5;6;Mostly Cloudy;1;2;Snow
2014/11/25;1;4;Cloudy;-2;9;Rain Shower;4;8;n/a;0;6;Fog;1;4;Fair
2014/11/26;-3;3;Partly Cloudy;7;10;Light Rain/Fog;3;6;n/a;-2;2;Mostly Cloudy;-5;3;Fair
2014/11/27;1;3;Cloudy;7;11;Partly Cloudy;5;8;n/a;0;2;Mostly Cloudy;-5;1;Fair
2014/11/28;1;2;Cloudy;8;12;Clear;3;6;n/a;-1;2;Cloudy;-8;-1;Fog
2014/11/29;0;2;Cloudy;4;14;Clear;2;4;n/a;-2;0;n/a;-8;-2;Cloudy
2014/11/30;-1;3;Cloudy;3;11;Mostly Cloudy;3;4;n/a;-6;1;Fair;-1;0;Mostly Cloudy
2014/12/01;-2;0;Light Freezing Rain;5;9;Mostly Cloudy;1;3;n/a;-7;-1;Mostly Cloudy;-2;0;Fair
2014/12/02;-2;-1;Cloudy;5;8;Mostly Cloudy;2;3;n/a;-1;0;Mostly Cloudy;-1;2;Partly Cloudy
2014/12/03;-1;3;Cloudy;3;8;Cloudy;1;3;n/a;-3;1;Mist;1;7;Partly Cloudy
2014/12/04;3;7;Cloudy;2;6;Mostly Cloudy;2;4;n/a;-4;-1;Light Snow;3;7;Fair
2014/12/05;4;6;Cloudy;2;6;Clear;3;6;n/a;-3;1;Mostly Cloudy;0;3;Fair
2014/12/06;3;4;Fog;-2;6;Partly Cloudy;2;6;n/a;-2;4;Fair;-2;2;Partly Cloudy
2014/12/07;3;4;Cloudy;2;11;Clear;2;6;n/a;-1;4;Mostly Cloudy;-1;2;Fair
2014/12/08;-3;4;Fair;-1;7;Clear;3;5;n/a;1;4;Partly Cloudy;-2;1;Fair
2014/12/09;-6;-2;Fog;-2;11;Fog;3;5;n/a;2;4;Mostly Cloudy;-2;1;Fair
2014/12/10;-3;2;Partly Cloudy;4;12;Clear;3;6;n/a;0;3;Light Rain;0;3;Fair
2014/12/11;1;6;Rain Shower;6;10;Partly Cloudy;3;6;n/a;1;2;Mostly Cloudy;-1;2;Cloudy
2014/12/12;2;9;Mostly Cloudy/Windy;2;11;Clear;4;7;n/a;0;2;Light Snow;-2;0;Cloudy
2014/12/13;7;12;Clear;-3;6;Clear;3;6;n/a;0;4;n/a;-7;0;n/a
2014/12/14;5;9;Cloudy;-4;10;Mostly Cloudy;3;5;n/a;1;3;Mostly Cloudy;-5;4;Partly Cloudy
2014/12/15;5;11;Clear;3;10;Partly Cloudy;3;6;n/a;1;3;Rain and Snow;-1;5;Cloudy
2014/12/16;2;6;Cloudy;-2;8;Mostly Cloudy;4;6;n/a;-1;2;Mostly Cloudy;-10;-1;Mostly Cloudy
2014/12/17;2;5;Cloudy;7;13;Mostly Cloudy;3;5;n/a;-3;2;Fog;-10;-5;Fair
2014/12/18;4;10;Cloudy;11;13;Mostly Cloudy;4;8;n/a;1;7;Mostly Cloudy;-10;-6;Cloudy
2014/12/19;6;12;Light Rain;3;12;Clear;4;9;n/a;1;8;Partly Cloudy;-10;-6;Fair
2014/12/20;3;7;Cloudy/Windy;3;9;Clear;3;4;n/a;-2;3;Fair;-10;-1;Cloudy
2014/12/21;3;6;Mostly Cloudy/Windy;4;11;Mostly Cloudy;2;6;n/a;-3;4;Drizzle;-9;-1;Partly Cloudy
2014/12/22;5;8;Partly Cloudy/Windy;10;13;Partly Cloudy;6;8;n/a;4;6;Partly Cloudy;-8;-5;Partly Cloudy
2014/12/23;8;10;Mostly Cloudy;10;12;Mostly Cloudy;5;7;n/a;2;5;Fair;-6;-4;Light Snow
2014/12/24;3;8;Cloudy;3;11;Clear;3;5;Rain Shower;-5;3;Partly Cloudy;-16;-6;Snow Grains
2014/12/25;2;8;Cloudy;0;8;Clear;-3;1;n/a;-13;-4;n/a;-16;-3;Light Snow
2014/12/26;-4;2;Fair;-2;10;Rain Shower;-5;0;n/a;-14;-2;Partly Cloudy;-8;-3;n/a
2014/12/27;-7;-3;Cloudy;2;8;Mostly Cloudy;-2;1;n/a;-11;-2;Mostly Cloudy;-17;-8;Fog
2014/12/28;-9;-4;Mostly Cloudy;-4;5;Clear;-6;-3;n/a;-14;-7;Cloudy;-20;-11;Light Snow
2014/12/29;-8;-3;Mostly Cloudy;-4;5;Clear;-6;-3;n/a;-12;-3;Light Snow;-12;2;Mostly Cloudy
2014/12/30;-13;-4;Cloudy;-5;4;Clear;1;3;Mist;-3;0;Partly Cloudy;2;6;Cloudy
2014/12/31;-5;1;Fog;-5;7;Partly Cloudy;3;5;n/a;-1;3;Partly Cloudy;5;7;Mostly CloudyCity ->;Prague;;;Horsham;;;Arkelstorp;;;Jönköping;;;Östersund;;
Date;LowTempC;HighTempC;Weather;LowTempC;HighTempC;Weather;LowTempC;HighTempC;Weather;LowTempC;HighTempC;Weather;LowTempC;HighTempC;Weather

2015/01/01;-1;3;Clear;4;11;Cloudy;4;6;Mist/Windy;3;6;Cloudy;2;6;Fair
2015/01/02;-1;3;Partly Cloudy;2;12;Clear;4;7;n/a;3;8;Partly Cloudy;0;3;Partly Cloudy/Windy
2015/01/03;1;3;Light Snow;2;12;Mostly Cloudy;3;5;n/a;-1;4;n/a;-2;1;n/a
2015/01/04;0;4;Light Snow;1;3;Fog;1;3;n/a;-3;0;n/a;-3;-2;Partly Cloudy
2015/01/05;0;2;Cloudy;2;10;Mostly Cloudy;1;2;n/a;-9;0;n/a;-7;-1;Fair
2015/01/06;-3;2;Clear;1;10;Clear;1;3;n/a;-4;0;Mostly Cloudy;-5;1;Mostly Cloudy
2015/01/07;-4;-1;Cloudy;-2;9;Mostly Cloudy;1;4;n/a;-2;2;Mostly Cloudy;-2;2;Fair
2015/01/08;-2;7;Light Rain;6;11;Clear;4;5;n/a;2;5;Partly Cloudy;-2;2;Fair
2015/01/09;3;9;Cloudy/Windy;9;14;Mostly Cloudy;2;5;Light Rain/Windy;0;3;Light Snow;-6;-1;Fair
2015/01/10;5;14;Cloudy/Windy;3;13;Clear;2;8;n/a;0;4;Drizzle/Windy;-11;-6;Light Snow
2015/01/11;2;6;Partly Cloudy;3;8;Cloudy;3;4;n/a;-5;4;Mostly Cloudy;-17;-10;Fair
2015/01/12;3;5;Cloudy;8;11;Light Rain;3;7;Light Rain;-5;5;Mostly Cloudy;-20;-12;Heavy Snow
2015/01/13;5;12;Clear;3;11;Partly Cloudy;4;7;n/a;1;3;Mostly Cloudy;-14;-3;Fair
2015/01/14;2;11;Clear;2;9;Rain Shower;1;5;n/a;0;2;Mostly Cloudy;-19;-12;Fair
2015/01/15;-2;6;Fair;6;10;Partly Cloudy;2;6;Light Rain/Windy;0;3;Light Snow;-18;-1;Light Snow
2015/01/16;0;5;Cloudy;-1;6;Partly Cloudy;5;6;n/a;2;4;Mostly Cloudy;-1;2;Fair
2015/01/17;1;4;Clear;-3;6;Clear;3;5;n/a;0;2;Partly Cloudy;-2;3;Light Snow
2015/01/18;1;4;Cloudy;-1;4;Clear;2;3;n/a;0;2;Mostly Cloudy;-6;-1;Light Snow Grains
2015/01/19;0;2;Cloudy;-2;3;Partly Cloudy;1;3;n/a;-1;0;Mostly Cloudy;-10;-5;Light Snow
2015/01/20;-1;2;Cloudy;-4;4;Clear;1;3;Light Rain;-2;0;Snow Grains;-11;-5;Light Snow
2015/01/21;-2;1;Cloudy;1;4;Mostly Cloudy;1;2;n/a;-2;-1;Snow Grains;-6;-4;Light Snow
2015/01/22;1;4;Drizzle;-3;5;Fair;0;1;n/a;-3;-1;Snow Grains;-13;-6;Cloudy
2015/01/23;-2;2;Light Snow;-6;7;Mostly Cloudy;-3;1;n/a;-4;-3;Mostly Cloudy;-15;-12;Fair
2015/01/24;-2;-1;Cloudy;-1;8;Clear;-1;1;Light Snow;-4;-1;Cloudy;-11;-1;Fair
2015/01/25;-1;2;Cloudy;-3;8;Cloudy;1;3;n/a;-5;0;Mostly Cloudy;-11;-3;Fair
2015/01/26;-2;3;Mostly Cloudy;3;10;Clear;1;3;Light Rain/Windy;-4;1;Light Snow;-7;0;Fair
2015/01/27;-1;3;Mostly Cloudy;3;9;Mostly Cloudy;1;3;n/a;-2;0;Fog;-7;1;Light Snow
2015/01/28;1;4;Clear;2;10;Clear;-1;4;n/a;-2;2;Drizzle;1;2;Fair
2015/01/29;0;3;Cloudy;0;6;Partly Cloudy;1;3;n/a;-1;0;Snow Grains;-1;1;Light Snow
2015/01/30;-3;3;Partly Cloudy;1;7;Clear;1;3;n/a;-1;0;Cloudy;-3;0;Light Snow
2015/01/31;-3;2;Mostly Cloudy;-1;5;Partly Cloudy;1;1;n/a;-1;0;Light Snow;-6;-2;Light Snow
2015/02/01;-3;4;Clear;-1;5;Partly Cloudy;0;2;n/a;-4;-1;Light Snow;-9;-6;Light Snow
2015/02/02;-2;2;Clear;-3;2;Clear;-2;0;n/a;-7;-4;Light Snow;-13;-9;Snow Grains
2015/02/03;-3;3;Mostly Cloudy;-2;4;Clear;-4;-2;Cloudy;-7;-5;Light Snow;-15;-12;Fair
2015/02/04;-6;-1;Cloudy;-1;5;Partly Cloudy;-3;-1;Cloudy;-6;-3;Snow Grains;-21;-15;Fair
2015/02/05;-7;-1;Clear;1;4;Clear;-2;2;Partly Cloudy;-4;-2;Mostly Cloudy;-20;2;Partly Cloudy
2015/02/06;-7;-1;Cloudy;0;5;Clear;-3;2;Cloudy;-5;0;Mostly Cloudy;2;4;Mostly Cloudy
2015/02/07;-8;2;Fair;0;6;Mostly Cloudy;2;5;Clear;-2;4;Partly Cloudy;-5;4;Snow/Windy
2015/02/08;-3;2;Clear;-1;8;Clear;-1;2;Mostly Cloudy;-4;1;Mostly Cloudy;-5;3;Light Drizzle/Windy
2015/02/09;-2;5;Cloudy;0;8;Clear;2;10;Clear;-1;8;Fair;3;5;Cloudy/Windy
2015/02/10;3;5;Mostly Cloudy;-1;6;Cloudy;1;7;Clear;-4;7;Fair;4;6;Partly Cloudy/Windy
2015/02/11;-1;4;Mostly Cloudy;3;6;Cloudy;1;4;Mist;-6;2;Mostly Cloudy;0;7;Fair
2015/02/12;-1;2;Cloudy;0;4;Cloudy;1;2;Mist;0;2;Light Snow;-3;3;Fair
2015/02/13;-1;2;Cloudy;1;8;Light Rain;0;2;Mist;-2;0;Mostly Cloudy;-6;-1;Fair
2015/02/14;-2;1;Mostly Cloudy;3;8;Mostly Cloudy;0;1;Mist;-7;0;Fair;-4;-1;Cloudy
2015/02/15;-1;6;Mostly Cloudy;-1;10;Clear;2;3;Cloudy/Windy;-2;2;Mostly Cloudy;-5;-2;Fair
2015/02/16;-2;9;Clear;-1;8;Light Rain;1;2;Cloudy;-2;0;Mostly Cloudy;-8;-3;Partly Cloudy
2015/02/17;-4;2;Cloudy;-2;8;Clear;1;2;Mist;-1;2;Fog;-3;2;Fair
2015/02/18;-1;3;Cloudy;-3;8;Mostly Cloudy;2;6;Cloudy;2;4;Fog;-3;5;Cloudy
2015/02/19;-4;3;Clear;3;8;Light Rain;2;4;Mist;2;4;Mostly Cloudy;3;10;Partly Cloudy
2015/02/20;-6;8;Clear;2;7;Fair;2;4;Mist/Windy;0;2;Light Snow;0;6;Fair
2015/02/21;-4;8;Clear;0;7;Clear;2;4;Cloudy/Windy;0;2;Light Snow;-2;2;Fair
2015/02/22;-1;4;Partly Cloudy;-4;9;Mostly Cloudy/Windy;2;4;Cloudy;0;2;Mostly Cloudy;-4;0;Mostly Cloudy
2015/02/23;-3;7;Cloudy;3;9;Clear;2;4;Cloudy;0;2;Mostly Cloudy;-6;1;Light Snow
2015/02/24;1;8;Clear;3;9;Clear;2;4;Cloudy;0;2;Mostly Cloudy;0;3;Fair
2015/02/25;-1;6;Mostly Cloudy;4;12;Cloudy;2;4;Mist;0;4;Mostly Cloudy;0;4;Fair
2015/02/26;-3;7;Clear;3;11;Mostly Cloudy;1;2;Fog;-1;5;Fair;-2;4;Partly Cloudy
2015/02/27;-5;7;Mostly Cloudy;1;9;Fair;2;4;Fog;-1;6;Light Drizzle;0;3;Fair
2015/02/28;-2;5;Partly Cloudy;5;10;Mostly Cloudy;2;4;Clear;-1;3;Mostly Cloudy;-2;3;Partly Cloudy
2015/03/01;-2;6;Partly Cloudy;4;11;Partly Cloudy;2;4;Mist/Windy;-1;3;Mostly Cloudy;0;3;Cloudy
2015/03/02;2;8;Clear;2;8;Clear;1;4;Mostly Cloudy;0;5;Rain;-1;4;Mostly Cloudy
2015/03/03;1;8;Fair;-1;9;Clear;2;6;Clear;0;4;Partly Cloudy;-5;3;Fair
2015/03/04;1;6;Clear;0;9;Clear;0;6;Clear;-2;5;Fair;-3;1;Mostly Cloudy
2015/03/05;0;5;Fair;-3;11;Mostly Cloudy;-1;7;Mostly Cloudy;-5;7;Fair;-4;2;Fair
2015/03/06;-1;6;Cloudy;1;10;Clear;2;7;Clear;1;7;Fair;-1;5;Fair
2015/03/07;3;10;Clear;5;13;Clear;4;6;Cloudy;3;5;Cloudy;2;8;Cloudy
2015/03/08;0;13;Clear;3;12;Cloudy;5;8;Clear;5;11;Mostly Cloudy;1;7;Fair
2015/03/09;-2;10;Clear;1;9;Cloudy;4;11;Clear;0;9;Fair;0;4;Fair
2015/03/10;-3;13;Partly Cloudy;2;11;Fair;3;9;Clear;1;7;Mostly Cloudy;0;5;Mostly Cloudy
2015/03/11;2;8;Fair;0;12;Partly Cloudy;2;9;Clear;-5;7;Fair;0;5;Fair
2015/03/12;2;6;Cloudy;3;13;Clear;1;6;Clear;-8;9;Fair;-1;6;Fair
2015/03/13;2;6;Cloudy;3;11;Clear;1;6;Clear;-10;4;Fair;-1;7;Fair
2015/03/14;1;4;Showers in the Vicinity;1;7;Clear;2;7;Cloudy/Windy;-4;6;n/a;-2;7;Fair
2015/03/15;1;8;Cloudy;3;7;Mostly Cloudy;3;4;Mist;-1;8;Fair;0;8;Fair
2015/03/16;4;11;Partly Cloudy;2;8;Cloudy;4;5;Mist;-1;9;Fair;1;8;Partly Cloudy
2015/03/17;3;14;Clear;3;12;Haze;4;6;Clear;-3;12;Fair;-1;8;Mostly Cloudy
2015/03/18;1;12;Clear;3;11;Mostly Cloudy;4;7;Clear;-4;12;Fair;1;7;Fair
2015/03/19;-1;11;Clear;5;8;Mostly Cloudy;3;9;Clear;-5;12;Fair;-1;5;Light Snow
2015/03/20;-4;12;Clear;2;10;Clear;3;6;Mist;2;7;Drizzle;-6;1;Fair
2015/03/21;-2;14;Clear;4;8;Mostly Cloudy;-1;4;Clear/Windy;-7;3;Fair;-9;1;n/a
2015/03/22;1;5;Cloudy;0;8;Partly Cloudy;-2;3;Mostly Cloudy;-9;1;Mostly Cloudy;-5;5;Mostly Cloudy
2015/03/23;-5;9;Clear;-2;11;Clear;2;6;Clear;0;6;Mostly Cloudy;1;8;Mostly Cloudy
2015/03/24;-2;13;Clear;1;9;Mostly Cloudy;3;6;Mist;-3;10;Fair;-5;2;Clear
2015/03/25;1;17;Clear;0;9;Clear;2;4;Partly Cloudy;-3;3;Fair;-8;0;Fair
2015/03/26;7;14;Cloudy;2;12;Clear;3;5;Light Rain;-1;5;Fog;-7;1;Cloudy
2015/03/27;3;11;Clear;2;12;Clear;3;7;Mist;-1;6;Fair;-3;1;Light Snow
2015/03/28;2;9;Clear;8;12;Mostly Cloudy;2;6;Cloudy;0;10;Fair;-5;5;Fair
2015/03/29;4;13;Cloudy;9;14;Partly Cloudy;4;7;Mist;2;7;Mostly Cloudy;0;2;Light Snow
2015/03/30;2;11;Mostly Cloudy/Windy;6;11;Rain Shower;1;6;Cloudy/Windy;2;5;Mostly Cloudy;-1;3;Mostly Cloudy
2015/03/31;-1;14;Mostly Cloudy/Windy;7;13;Sunny/Windy;2;4;Light Rain/Windy;1;6;Partly Cloudy;-6;3;Fair
2015/04/01;0;7;Light Snow;3;11;Fair;2;8;Partly Cloudy/Windy;0;7;Partly Cloudy;-6;5;Fair
2015/04/02;0;6;Cloudy/Windy;6;11;Partly Cloudy;1;8;Mostly Cloudy;-1;7;Fair;-3;4;Fair
2015/04/03;1;7;Mostly Cloudy;6;12;Light Rain;2;9;Light Rain;-4;8;Fair;-2;4;Partly Cloudy
2015/04/04;-3;7;Partly Cloudy;6;9;Mostly Cloudy;1;8;Mostly Cloudy;-5;7;n/a;-6;4;Cloudy
2015/04/05;-1;7;Partly Cloudy;4;12;Fair;1;9;Cloudy;-6;6;Fair;-6;4;Fair
2015/04/06;0;5;Clear;-1;17;Mostly Cloudy;1;7;Sunny;-6;10;Fair;-1;6;Mostly Cloudy
2015/04/07;-1;10;Fair;1;17;Sunny;3;8;Mostly Cloudy;1;12;Fair;2;6;Mostly Cloudy
2015/04/08;5;9;Cloudy;2;16;Sunny;4;15;Sunny;0;12;Fair;-1;5;Partly Cloudy
2015/04/09;6;14;Sunny;2;18;Sunny;4;11;Haze;-3;14;Fair;0;7;Fair
2015/04/10;2;17;Sunny;3;19;Sunny;4;11;Clear;3;10;Fair;0;8;Mostly Cloudy
2015/04/11;5;21;Sunny;4;14;Partly Cloudy;5;11;Haze;-3;18;n/a;-1;12;Fair
2015/04/12;8;16;Sunny;0;16;Sunny;4;10;Cloudy;2;10;Light Rain;0;7;Fair
2015/04/13;6;13;Sunny;6;16;Sunny;2;9;Sunny/Windy;2;10;Partly Cloudy;-1;3;Partly Cloudy
2015/04/14;1;16;Sunny;1;21;Sunny;3;9;n/a;-2;7;Cloudy;-3;2;Mostly Cloudy
2015/04/15;9;23;Sunny;3;24;Sunny;7;12;Mostly Cloudy;3;8;Mostly Cloudy;0;7;Fair
2015/04/16;8;21;Sunny;8;17;Sunny;4;10;Sunny;1;10;Partly Cloudy;-40;5;Partly Cloudy
2015/04/17;6;12;Partly Cloudy;6;14;Sunny;3;8;Mostly Cloudy;0;7;Mostly Cloudy;1;8;Fair
2015/04/18;3;8;Partly Cloudy;4;14;Sunny;2;12;Sunny;-3;12;Mostly Cloudy;0;5;Partly Cloudy
2015/04/19;0;14;Partly Cloudy;4;12;Sunny;5;12;Sunny;2;13;Fair;2;8;Fair/Windy
2015/04/20;4;16;Sunny;0;18;Sunny;6;14;Sunny;4;16;Fair;2;7;Mostly Cloudy
2015/04/21;6;20;Sunny;2;18;Sunny;5;11;Sunny;0;12;Fair;1;12;Fair
2015/04/22;7;13;Partly Cloudy;4;15;Fair;4;12;Sunny;-3;18;Fair;3;6;Light Rain
